Pond	Sonde	Treatment	Time_seq	Date_time	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
B1P1	Sonde16	S	0.2958333	2022-06-24T03:07:00Z	0.07		-1.54	10.49	7.16	3.31		14.032
B1P1	Sonde16	S	0.2972222	2022-06-24T03:09:00Z	0.48		-1.43	10.47	7.16	3.31	50.3	14.014
B1P1	Sonde16	S	0.2986111	2022-06-24T03:11:00Z	0.38		-1.48	10.44	7.15	3.29	50.3	14
B1P1	Sonde16	S	0.3	2022-06-24T03:13:00Z	-0.06	39.8	-1.52	10.47	7.16	3.29	50.3	14.08
B1P1	Sonde16	S	0.3013889	2022-06-24T03:15:00Z	0.52		-1.48	10.47	7.16	3.29		14.072
B1P1	Sonde16	S	0.3027778	2022-06-24T03:17:00Z	0.04	39.8	-1.57	10.43	7.15	3.28		13.986
B1P1	Sonde16	S	0.3041667	2022-06-24T03:19:00Z	0.18		-1.53	10.42	7.14	3.31		13.953
B1P1	Sonde16	S	0.3055556	2022-06-24T03:21:00Z	0	39.8	-1.39	10.41	7.14	3.31		13.968
B1P1	Sonde16	S	0.3069444	2022-06-24T03:23:00Z	0.29	39.8	-1.45	10.41	7.14	3.29		13.984
B1P1	Sonde16	S	0.3083333	2022-06-24T03:25:00Z	0.14	39.8	-1.46	10.43	7.14	3.29		13.995
B1P1	Sonde16	S	0.3097222	2022-06-24T03:27:00Z	0.34	39.8	-1.45	10.43	7.14	3.28		14.01
B1P1	Sonde16	S	0.3111111	2022-06-24T03:29:00Z	0.08		-1.27	10.44	7.14	3.3		14.061
B1P1	Sonde16	S	0.3125	2022-06-24T03:31:00Z	-0.14	39.8	-1.46	10.45	7.15	3.3	50.3	14.03
B1P1	Sonde16	S	0.3138889	2022-06-24T03:33:00Z	0.03	39.8	-1.43	10.45	7.15	3.29		14.041
B1P1	Sonde16	S	0.3152778	2022-06-24T03:35:00Z	-0.07	39.8	-1.45	10.44	7.14	3.3		14.009
B1P1	Sonde16	S	0.3166667	2022-06-24T03:37:00Z	0.66	39.8	-1.26	10.44	7.14	3.33	50.3	14.017
B1P1	Sonde16	S	0.3180556	2022-06-24T03:39:00Z	-0.1	39.8	-1.59	10.45	7.15	3.3		14.039
B1P1	Sonde16	S	0.3194444	2022-06-24T03:41:00Z	0.06	39.8	-1.55	10.45	7.15	3.3		14.018
B1P1	Sonde16	S	0.3208333	2022-06-24T03:43:00Z	-0.05	39.8	-1.46	10.46	7.15	3.31	50.3	14.024
B1P1	Sonde16	S	0.3222222	2022-06-24T03:45:00Z	0.18	39.8	-1.47	10.45	7.15	3.29	50.3	14.03
B1P1	Sonde16	S	0.3236111	2022-06-24T03:47:00Z	0.49		-1.4	10.44	7.14	3.28	50.3	14.007
B1P1	Sonde16	S	0.325	2022-06-24T03:49:00Z	0.41		-1.47	10.38	7.13		50.3	14.007
B1P1	Sonde16	S	0.3263889	2022-06-24T03:51:00Z	0.25		-1.5	10.37	7.12	3.25	50.3	13.997
B1P1	Sonde16	S	0.3277778	2022-06-24T03:53:00Z	-0.04		-1.55	10.37	7.11	3.28	50.3	14.003
B1P1	Sonde16	S	0.3291667	2022-06-24T03:55:00Z	0.1		-1.44	10.37	7.11		50.3	14.001
B1P1	Sonde16	S	0.3305556	2022-06-24T03:57:00Z	-0.01	39.8	-1.38	10.38	7.12	3.3	50.3	14.014
B1P1	Sonde16	S	0.3319444	2022-06-24T03:59:00Z	1.15		-1.24	10.41	7.13	3.28	50.3	14.024
B1P1	Sonde16	S	0.3333333	2022-06-24T04:01:00Z	0.31	39.8	-1.32	10.43	7.14	3.27	50.3	14.036
B1P1	Sonde16	S	0.3347222	2022-06-24T04:03:00Z	0.09	39.8	-1.52	10.42	7.13	3.3	50.3	14.039
B1P1	Sonde16	S	0.3361111	2022-06-24T04:05:00Z	1.26	39.8	-1.46	10.42	7.13	3.28	50.3	14.043
B1P1	Sonde16	S	0.3375	2022-06-24T04:07:00Z	0.59	39.8	-1.46	10.43	7.13	3.27	50.3	14.052
B1P1	Sonde16	S	0.3388889	2022-06-24T04:09:00Z	0.18	39.8	-1.39	10.48	7.13	3.3	50.3	14.063
B1P1	Sonde16	S	0.3402778	2022-06-24T04:11:00Z	-0.01	39.8	-1.44	10.46	7.14	3.3	50.3	14.073
B1P1	Sonde16	S	0.3416667	2022-06-24T04:13:00Z	0.12	39.8	-1.53	10.42	7.14	3.28	50.3	14.084
B1P1	Sonde16	S	0.3430556	2022-06-24T04:15:00Z	0.32	39.8	-1.47	10.43	7.14	3.26	50.3	14.085
B1P1	Sonde16	S	0.3444444	2022-06-24T04:17:00Z	-0.01		-1.42	10.44	7.14	3.28	50.3	14.11
B1P1	Sonde16	S	0.3458333	2022-06-24T04:19:00Z	0.23	39.8	-1.39	10.41	7.13	3.26	50.3	14.106
B1P1	Sonde16	S	0.3472222	2022-06-24T04:21:00Z	0.01	39.8	-1.53	10.37	7.12	3.26	50.3	14.079
B1P1	Sonde16	S	0.3486111	2022-06-24T04:23:00Z	0.06	39.8	-1.65	10.37	7.11	3.26	50.3	14.068
B1P1	Sonde16	S	0.35	2022-06-24T04:25:00Z	0.02	39.8	-1.59	10.38	7.11	3.25	50.3	14.076
B1P1	Sonde16	S	0.3513889	2022-06-24T04:27:00Z	0.03	39.8	-1.53	10.4	7.12	3.27	50.3	14.08
B1P1	Sonde16	S	0.3527778	2022-06-24T04:29:00Z	0.43	39.8	-1.35	10.39	7.11	3.26	50.3	14.08
B1P1	Sonde16	S	0.3541667	2022-06-24T04:31:00Z	-0.05	39.8	-1.6	10.36	7.11	3.25	50.3	14.067
B1P1	Sonde16	S	0.3555556	2022-06-24T04:33:00Z	1	39.8	-1.25	10.37	7.11	3.26	50.3	14.072
B1P1	Sonde16	S	0.3569444	2022-06-24T04:35:00Z	0.21	39.8	-1.51	10.36	7.11	3.26	50.3	14.067
B1P1	Sonde16	S	0.3583333	2022-06-24T04:37:00Z	0.24	39.8	-1.44	10.36	7.11	3.27	50.3	14.062
B1P1	Sonde16	S	0.3597222	2022-06-24T04:39:00Z		39.8	-1.26	10.35	7.1	3.26	50.3	14.049
B1P1	Sonde16	S	0.3611111	2022-06-24T04:41:00Z	-0.1	39.8	-1.34	10.34	7.1	3.25	50.3	14.054
B1P1	Sonde16	S	0.3625	2022-06-24T04:43:00Z	-0.04	39.8	-1.46	10.34	7.1	3.26	50.3	14.066
B1P1	Sonde16	S	0.3638889	2022-06-24T04:45:00Z	-0.04	39.8	-1.46	10.35	7.1	3.25	50.3	14.059
B1P1	Sonde16	S	0.3652778	2022-06-24T04:47:00Z	-0.09	39.8	-1.44	10.34	7.1	3.26	50.3	14.06
B1P1	Sonde16	S	0.3666667	2022-06-24T04:49:00Z	-0.04		-1.52	10.34	7.1	3.27	50.3	14.027
B1P1	Sonde16	S	0.3680556	2022-06-24T04:51:00Z	0.04	39.8	-1.47	10.34	7.1	3.26	50.3	14.026
B1P1	Sonde16	S	0.3694444	2022-06-24T04:53:00Z	-0.12		-1.5	10.35	7.1	3.29	50.3	14.002
B1P1	Sonde16	S	0.3708333	2022-06-24T04:55:00Z	0.1		-1.52	10.35	7.1	3.26		14.002
B1P1	Sonde16	S	0.3722222	2022-06-24T04:57:00Z	0.08		-1.48	10.34	7.1	3.28		14.022
B1P1	Sonde16	S	0.3736111	2022-06-24T04:59:00Z	-0.14		-1.49	10.34	7.1	3.27	50.3	14.018
B1P1	Sonde16	S	0.375	2022-06-24T05:01:00Z	-0.05	39.8	-1.53	10.35	7.1	3.26	50.3	14.043
B1P1	Sonde16	S	0.3763889	2022-06-24T05:03:00Z	0.35	39.8	-1.39	10.36	7.1	3.25	50.3	14.066
B1P1	Sonde16	S	0.3777778	2022-06-24T05:05:00Z	0.14	39.8	-1.62	10.37	7.1	3.25		14.095
B1P1	Sonde16	S	0.3791667	2022-06-24T05:07:00Z	-0.05		-1.54	10.35	7.11	3.27		14.057
B1P1	Sonde16	S	0.3805556	2022-06-24T05:09:00Z	-0.07	39.8	-1.55	10.35	7.1		50.3	14.053
B1P1	Sonde16	S	0.3819444	2022-06-24T05:11:00Z	-0.09		-1.52	10.35	7.1	3.27	50.3	14.035
B1P1	Sonde16	S	0.3833333	2022-06-24T05:13:00Z	0.18		-1.4	10.34	7.1		50.3	14
B1P1	Sonde16	S	0.3847222	2022-06-24T05:15:00Z	-0.06		-1.53	10.34	7.1			14.003
B1P1	Sonde16	S	0.3861111	2022-06-24T05:17:00Z	0.01		-1.44	10.36	7.1	3.26		14.042
B1P1	Sonde16	S	0.3875	2022-06-24T05:19:00Z	0.14		-1.41	10.36	7.11	3.25	50.3	14.15
B1P1	Sonde16	S	0.3888889	2022-06-24T05:21:00Z	-0.13		-1.58	10.36	7.12	3.24	50.3	14.133
B1P1	Sonde16	S	0.3902778	2022-06-24T05:23:00Z	-0.13	39.8	-1.53	10.35	7.11	3.25	50.3	14.117
B1P1	Sonde16	S	0.3916667	2022-06-24T05:25:00Z	-0.05	39.8	-1.48	10.36	7.11	3.23	50.3	14.144
B1P1	Sonde16	S	0.3930556	2022-06-24T05:27:00Z	0.04	39.8	-1.46	10.36	7.1	3.23		14.145
B1P1	Sonde16	S	0.3944444	2022-06-24T05:29:00Z	-0.06		-1.49	10.31	7.1	3.23	50.3	14.174
B1P1	Sonde16	S	0.3958333	2022-06-24T05:31:00Z	0.18	39.8	-1.43	10.35	7.1	3.25	50.3	14.066
B1P1	Sonde16	S	0.3972222	2022-06-24T05:33:00Z	0.11	39.8	-1.33	10.35	7.1	3.24	50.3	14.112
B1P1	Sonde16	S	0.3986111	2022-06-24T05:35:00Z	0.05	39.8	-1.41	10.34	7.1	3.26	50.3	14.106
B1P1	Sonde16	S	0.4	2022-06-24T05:37:00Z	-0.06	39.8	-1.56	10.36	7.1	3.25	50.3	14.105
B1P1	Sonde16	S	0.4013889	2022-06-24T05:39:00Z	0.1	39.8	-1.53	10.35	7.1	3.25	50.3	14.1
B1P1	Sonde16	S	0.4027778	2022-06-24T05:41:00Z	0.27	39.8	-1.31	10.35	7.11	3.24	50.3	14.091
B1P1	Sonde16	S	0.4041667	2022-06-24T05:43:00Z	0	39.8	-1.51	10.36	7.11	3.24	50.3	14.068
B1P1	Sonde16	S	0.4055556	2022-06-24T05:45:00Z	0.4	39.8	-1.49	10.34	7.1	3.27	50.3	14.059
B1P1	Sonde16	S	0.4069444	2022-06-24T05:47:00Z	0.04	39.8	-1.46	10.34	7.1	3.26	50.3	14.025
B1P1	Sonde16	S	0.4083333	2022-06-24T05:49:00Z	-0.01		-1.5	10.36	7.1	3.26	50.3	14.028
B1P1	Sonde16	S	0.4097222	2022-06-24T05:51:00Z	0.23		-1.44	10.35	7.1	3.28	50.3	13.97
B1P1	Sonde16	S	0.4111111	2022-06-24T05:53:00Z	0.28		-1.49	10.35	7.1	3.26		14.006
B1P1	Sonde16	S	0.4125	2022-06-24T05:55:00Z	-0.06		-1.48	10.35	7.1	3.28	50.3	14.008
B1P1	Sonde16	S	0.4138889	2022-06-24T05:57:00Z	-0.17		-1.32	10.35	7.1	3.27	50.3	14.035
B1P1	Sonde16	S	0.4152778	2022-06-24T05:59:00Z	0.09		-1.45	10.34	7.1	3.27		14.057
B1P1	Sonde16	S	0.4166667	2022-06-24T06:01:00Z	0.08	39.8	-1.54	10.35	7.1	3.25	50.3	14.074
B1P1	Sonde16	S	0.4180556	2022-06-24T06:03:00Z	0.13	39.8	-1.43	10.34	7.1	3.27	50.3	14.06
B1P1	Sonde16	S	0.4194444	2022-06-24T06:05:00Z	-0.05	39.8	-1.51	10.34	7.1	3.26	50.3	14.051
B1P1	Sonde16	S	0.4208333	2022-06-24T06:07:00Z	0.26	39.8	-1.4	10.33	7.08	3.25		14.08
B1P1	Sonde16	S	0.4222222	2022-06-24T06:09:00Z	0.02		-1.49	10.27	7.08	3.27	50.3	14.099
B1P1	Sonde16	S	0.4236111	2022-06-24T06:11:00Z	-0.09	39.8	-1.37	10.3	7.07	3.26	50.3	14.069
B1P1	Sonde16	S	0.425	2022-06-24T06:13:00Z	0.11	39.8	-1.41	10.26	7.06	3.26	50.3	14.09
B1P1	Sonde16	S	0.4263889	2022-06-24T06:15:00Z	0.07		-1.42	10.22	7.05	3.26		14.122
B1P1	Sonde16	S	0.4277778	2022-06-24T06:17:00Z	0.1		-1.38	10.25	7.06	3.24		14.104
B1P1	Sonde16	S	0.4291667	2022-06-24T06:19:00Z	-0.02	39.8	-1.38	10.32	7.08	3.27	50.3	14.047
B1P1	Sonde16	S	0.4305556	2022-06-24T06:21:00Z	0.24		-1.49	10.34	7.09	3.26	50.3	13.993
B1P1	Sonde16	S	0.4319444	2022-06-24T06:23:00Z	0.06	39.8	-1.63	10.32	7.09	3.25	50.3	14.069
B1P1	Sonde16	S	0.4333333	2022-06-24T06:25:00Z	-0.08	39.8	-1.63	10.33	7.09	3.27	50.3	14.054
B1P1	Sonde16	S	0.4347222	2022-06-24T06:27:00Z	0.71	39.8	-1.3	10.34	7.09	3.26	50.3	14.057
B1P1	Sonde16	S	0.4361111	2022-06-24T06:29:00Z	0.1	39.8	-1.48	10.34	7.09	3.24		14.064
B1P1	Sonde16	S	0.4375	2022-06-24T06:31:00Z	0.02	39.8	-1.43	10.29	7.08	3.27	50.3	14.088
B1P1	Sonde16	S	0.4388889	2022-06-24T06:33:00Z	-0.03	39.8	-1.35	10.31	7.08	3.25	50.3	14.045
B1P1	Sonde16	S	0.4402778	2022-06-24T06:35:00Z	0.04		-1.57	10.32	7.08	3.27	50.3	14.016
B1P1	Sonde16	S	0.4416667	2022-06-24T06:37:00Z	0.25	39.8	-1.58	10.28	7.08	3.27	50.3	14.06
B1P1	Sonde16	S	0.4430556	2022-06-24T06:39:00Z	-0.14	39.8	-1.39	10.32	7.09	3.27		14.049
B1P1	Sonde16	S	0.4444444	2022-06-24T06:41:00Z	0.22	39.9	-1.4	10.18	7.07	3.27		14.122
B1P1	Sonde16	S	0.4458333	2022-06-24T06:43:00Z	-0.07	39.8	-1.63	10.3	7.08	3.25	50.3	14.06
B1P1	Sonde16	S	0.4472222	2022-06-24T06:45:00Z	0.28	39.8	-1.43	10.33	7.09	3.25	50.3	14.057
B1P1	Sonde16	S	0.4486111	2022-06-24T06:47:00Z	-0.03	39.8	-1.41	10.34	7.09	3.26	50.3	14.077
B1P1	Sonde16	S	0.45	2022-06-24T06:49:00Z	0.07	39.8	-1.44	10.33	7.09	3.27	50.3	14.091
B1P1	Sonde16	S	0.4513889	2022-06-24T06:51:00Z	1.13	39.8	-1.42	10.32	7.09	3.26	50.3	14.099
B1P1	Sonde16	S	0.4527778	2022-06-24T06:53:00Z	0.83	39.8	-1.43	10.28	7.09	3.25	50.3	14.115
B1P1	Sonde16	S	0.4541667	2022-06-24T06:55:00Z	0.07	39.9	-1.5	10.16	7.07	3.24	50.3	14.126
B1P1	Sonde16	S	0.4555556	2022-06-24T06:57:00Z	0.35	39.9	-1.57	10.17	7.07	3.25		14.111
B1P1	Sonde16	S	0.4569444	2022-06-24T06:59:00Z	0.58	39.9	-1.45	10.3	7.08	3.28	50.3	14.098
B1P1	Sonde16	S	0.4583333	2022-06-24T07:01:00Z	0.53	39.8	-1.51	10.31	7.08	3.25	50.3	14.087
B1P1	Sonde16	S	0.4597222	2022-06-24T07:03:00Z	-0.02	39.8	-1.45	10.32	7.09	3.24	50.3	14.082
B1P1	Sonde16	S	0.4611111	2022-06-24T07:05:00Z	-0.11	39.9	-1.53	10.34	7.1	3.26	50.4	14.095
B1P1	Sonde16	S	0.4625	2022-06-24T07:07:00Z	0.31	39.9	-1.36	10.32	7.09	3.25	50.3	14.089
B1P1	Sonde16	S	0.4638889	2022-06-24T07:09:00Z	0.06	39.9	-1.44	10.34	7.09	3.27	50.4	14.099
B1P1	Sonde16	S	0.4652778	2022-06-24T07:11:00Z	0.41	39.9	-1.43	10.18	7.04	3.25	50.4	14.096
B1P1	Sonde16	S	0.4666667	2022-06-24T07:13:00Z	0.47	39.8	-1.37	10.23	7.06	3.26	50.3	14.091
B1P1	Sonde16	S	0.4680556	2022-06-24T07:15:00Z	0	39.9	-1.4	10.17	7.05	3.26	50.4	14.088
B1P1	Sonde16	S	0.4694444	2022-06-24T07:17:00Z	0.23	40	-1.34	10.16	7.04	3.27	50.5	14.093
B1P1	Sonde16	S	0.4708333	2022-06-24T07:19:00Z	0.26	39.9	-1.43	10.17	7.04	3.28	50.4	14.07
B1P1	Sonde16	S	0.4722222	2022-06-24T07:21:00Z	0.44	40	-1.33	10.19	7.04	3.26	50.5	14.088
B1P1	Sonde16	S	0.4736111	2022-06-24T07:23:00Z	0.05	39.8	-1.45	10.12	7.02	3.23	50.3	14.075
B1P1	Sonde16	S	0.475	2022-06-24T07:25:00Z	0.36	39.8	-1.46	10.14	7.03	3.27	50.4	14.047
B1P1	Sonde16	S	0.4763889	2022-06-24T07:27:00Z	0.26	39.7	-1.53	10.22	7.05	3.3	50.3	14.031
B1P1	Sonde16	S	0.4777778	2022-06-24T07:29:00Z	0.26	39.8	-1.15	10.23	7.06	3.24	50.3	14.085
B1P1	Sonde16	S	0.4791667	2022-06-24T07:31:00Z	-0.05	39.8	-1.49	10.29	7.08	3.26	50.3	14.066
B1P1	Sonde16	S	0.4805556	2022-06-24T07:33:00Z	0.26	39.9	-1.41	10.23	7.08	3.23	50.4	14.102
B1P1	Sonde16	S	0.4819444	2022-06-24T07:35:00Z	0.29	39.8	-1.43	10.22	7.07	3.21	50.4	14.03
B1P1	Sonde16	S	0.4833333	2022-06-24T07:37:00Z	0.09	39.8	-1.46	10.08	7.03	3.19	50.3	14.073
B1P1	Sonde16	S	0.4847222	2022-06-24T07:39:00Z	0.73	39.8	-1.4	10.14	7.04	3.15	50.3	14.12
B1P1	Sonde16	S	0.4861111	2022-06-24T07:41:00Z	0.11	39.9	-1.36	10.16	7.05	3.15	50.4	14.133
B1P1	Sonde16	S	0.4875	2022-06-24T07:43:00Z	0.17	40.2	-1.47	10.14	7.05	3.15	50.8	14.111
B1P1	Sonde16	S	0.4888889	2022-06-24T07:45:00Z	0	39.8	-1.51	10.14	7.05	3.17	50.3	14.109
B1P1	Sonde16	S	0.4902778	2022-06-24T07:47:00Z	0.05	39.9	-1.55	10.15	7.06	3.16	50.4	14.114
B1P1	Sonde16	S	0.4916667	2022-06-24T07:49:00Z	0.54	39.8	-1.4	10.15	7.05	3.17	50.3	14.092
B1P1	Sonde16	S	0.4930556	2022-06-24T07:51:00Z	0.14	40	-1.5	10.16	7.06	3.17	50.5	14.116
B1P1	Sonde16	S	0.4944444	2022-06-24T07:53:00Z	0.09	39.9	-1.61	10.16	7.06	3.18	50.4	14.113
B1P1	Sonde16	S	0.4958333	2022-06-24T07:55:00Z	0.18	39.9	-1.41	10.16	7.05	3.19	50.4	14.104
B1P1	Sonde16	S	0.4972222	2022-06-24T07:57:00Z	0.1	40	-1.48	10.17	7.05	3.2	50.5	14.1
B1P1	Sonde16	S	0.4986111	2022-06-24T07:59:00Z	-0.05	40	-1.35	10.18	7.06	3.18	50.5	14.106
B1P1	Sonde16	S	0.5	2022-06-24T08:01:00Z	0.02	40	-1.51	10.18	7.06	3.16	50.4	14.11
B1P1	Sonde16	S	0.5013889	2022-06-24T08:03:00Z	0.29	40	-1.43	10.18	7.06	3.15	50.5	14.112
B1P1	Sonde16	S	0.5027778	2022-06-24T08:05:00Z	0.26	40	-1.44	10.17	7.06	3.16	50.4	14.121
B1P1	Sonde16	S	0.5041667	2022-06-24T08:07:00Z	0.25	39.9	-1.47	10.17	7.06	3.16	50.4	14.123
B1P1	Sonde16	S	0.5055556	2022-06-24T08:09:00Z	-0.11	39.9	-1.58	10.17	7.06	3.16	50.4	14.118
B1P1	Sonde16	S	0.5069444	2022-06-24T08:11:00Z	0.12	40.2	-1.41	10.18	7.06	3.17	50.7	14.118
B1P1	Sonde16	S	0.5083333	2022-06-24T08:13:00Z	0.53	39.9	-1.39	10.17	7.06	3.16	50.4	14.105
B1P1	Sonde16	S	0.5097222	2022-06-24T08:15:00Z	0.04	39.9	-1.52	10.19	7.06	3.18	50.4	14.084
B1P1	Sonde16	S	0.5111111	2022-06-24T08:17:00Z	-0.09	39.9	-1.49	10.18	7.07	3.19	50.4	14.087
B1P1	Sonde16	S	0.5125	2022-06-24T08:19:00Z	0.58	39.9	-1.41	10.19	7.07	3.17	50.4	14.101
B1P1	Sonde16	S	0.5138889	2022-06-24T08:21:00Z	0.27	39.9	-1.4	10.19	7.07	3.15	50.4	14.099
B1P1	Sonde16	S	0.5152778	2022-06-24T08:23:00Z	0.21	40	-1.36	10.19	7.07	3.15	50.5	14.108
B1P1	Sonde16	S	0.5166667	2022-06-24T08:25:00Z	-0.08	40	-1.31	10.19	7.07	3.22	50.5	14.076
B1P1	Sonde16	S	0.5180556	2022-06-24T08:27:00Z	0.03	40	-1.47	10.2	7.07	3.17	50.5	14.093
B1P1	Sonde16	S	0.5194444	2022-06-24T08:29:00Z	0.03	39.9	-1.47	10.18	7.07	3.19	50.4	14.085
B1P1	Sonde16	S	0.5208333	2022-06-24T08:31:00Z	0	39.9	-1.52	10.18	7.07	3.16	50.5	14.084
B1P1	Sonde16	S	0.5222222	2022-06-24T08:33:00Z	0.01	39.9	-1.62	10.17	7.07	3.18	50.4	14.081
B1P1	Sonde16	S	0.5236111	2022-06-24T08:35:00Z	0.77	39.9	-1.48	10.18	7.06	3.18	50.4	14.088
B1P1	Sonde16	S	0.525	2022-06-24T08:37:00Z	0.01	39.9	-1.6	10.18	7.07	3.16	50.4	14.089
B1P1	Sonde16	S	0.5263889	2022-06-24T08:39:00Z	0.09	40	-1.62	10.16	7.06	3.18	50.5	14.072
B1P1	Sonde16	S	0.5277778	2022-06-24T08:41:00Z	0.2	39.9	-1.45	10.12	7.04	3.24	50.5	14.019
B1P1	Sonde16	S	0.5291667	2022-06-24T08:43:00Z	0.02	39.8	-1.54	10.09	7.03	3.24	50.4	13.99
B1P1	Sonde16	S	0.5305556	2022-06-24T08:45:00Z	-0.15	39.8	-1.36	10.12	7.03	3.24	50.4	14.002
B1P1	Sonde16	S	0.5319444	2022-06-24T08:47:00Z	0.32	39.8	-1.36	10.14	7.04	3.3	50.4	13.95
B1P1	Sonde16	S	0.5333333	2022-06-24T08:49:00Z	0.1	39.8	-1.41	10.15	7.04	3.29	50.5	13.985
B1P1	Sonde16	S	0.5347222	2022-06-24T08:51:00Z	0	39.9	-1.45	10.18	7.05	3.25	50.4	14.031
B1P1	Sonde16	S	0.5361111	2022-06-24T08:53:00Z	0.07	39.9	-1.45	10.19	7.06	3.24	50.5	14.031
B1P1	Sonde16	S	0.5375	2022-06-24T08:55:00Z	-0.17	39.9	-1.49	10.2	7.07	3.23	50.5	14.044
B1P1	Sonde16	S	0.5388889	2022-06-24T08:57:00Z	-0.1	39.9	-1.5	10.2	7.07	3.24	50.5	14.042
B1P1	Sonde16	S	0.5402778	2022-06-24T08:59:00Z	0.76	39.9	-1.28	10.24	7.08	3.23	50.4	14.023
B1P1	Sonde16	S	0.5416667	2022-06-24T09:01:00Z	0.08	39.8	-1.5	10.22	7.07	3.23	50.4	14.019
B1P1	Sonde16	S	0.5430556	2022-06-24T09:03:00Z	0	39.9	-1.53	10.19	7.06	3.27	50.5	14.008
B1P1	Sonde16	S	0.5444444	2022-06-24T09:05:00Z	0.31	39.9	-1.28	10.22	7.07	3.21	50.4	14.034
B1P1	Sonde16	S	0.5458333	2022-06-24T09:07:00Z	0.18	39.9	-1.35	10.22	7.07	3.26	50.5	14.027
B1P1	Sonde16	S	0.5472222	2022-06-24T09:09:00Z	0.34	40.2	-1.39	10.25	7.09	3.2	50.8	14.078
B1P1	Sonde16	S	0.5486111	2022-06-24T09:11:00Z	0.71	40	-1.29	10.25	7.09	3.2	50.6	14.073
B1P1	Sonde16	S	0.55	2022-06-24T09:13:00Z	0.33	40	-1.53	10.25	7.09	3.21	50.6	14.056
B1P1	Sonde16	S	0.5513889	2022-06-24T09:15:00Z	0.2	39.9	-1.45	10.25	7.09	3.19	50.5	14.065
B1P1	Sonde16	S	0.5527778	2022-06-24T09:17:00Z	0.64	40.2	-1.38	10.24	7.09	3.17	50.8	14.086
B1P1	Sonde16	S	0.5541667	2022-06-24T09:19:00Z	0.03	40.2	-1.47	10.22	7.09	3.16	50.7	14.099
B1P1	Sonde16	S	0.5555556	2022-06-24T09:21:00Z	-0.06	40	-1.49	10.22	7.08	3.15	50.5	14.106
B1P1	Sonde16	S	0.5569444	2022-06-24T09:23:00Z	-0.11	39.9	-1.37	10.23	7.09	3.18	50.4	14.099
B1P1	Sonde16	S	0.5583333	2022-06-24T09:25:00Z	-0.01	40.1	-1.5	10.2	7.08	3.19	50.6	14.081
B1P1	Sonde16	S	0.5597222	2022-06-24T09:27:00Z	0	40	-1.48	10.2	7.08	3.16	50.6	14.09
B1P1	Sonde16	S	0.5611111	2022-06-24T09:29:00Z	0.03	39.9	-1.49	10.23	7.09	3.16	50.4	14.091
B1P1	Sonde16	S	0.5625	2022-06-24T09:31:00Z	0.29	39.9	-1.45	10.23	7.09	3.18	50.4	14.095
B1P1	Sonde16	S	0.5638889	2022-06-24T09:33:00Z	0.16	40.1	-1.48	10.24	7.1	3.17	50.7	14.102
B1P1	Sonde16	S	0.5652778	2022-06-24T09:35:00Z	0.11	40	-1.38	10.24	7.1	3.17	50.5	14.092
B1P1	Sonde16	S	0.5666667	2022-06-24T09:37:00Z	0	39.9	-1.4	10.23	7.09	3.15	50.4	14.092
B1P1	Sonde16	S	0.5680556	2022-06-24T09:39:00Z	0.12	40.2	-1.39	10.21	7.09	3.15	50.8	14.098
B1P1	Sonde16	S	0.5694444	2022-06-24T09:41:00Z	-0.01	40.2	-1.46	10.22	7.09	3.17	50.8	14.09
B1P1	Sonde16	S	0.5708333	2022-06-24T09:43:00Z	0.03	40.1	-1.47	10.22	7.09	3.18	50.6	14.089
B1P1	Sonde16	S	0.5722222	2022-06-24T09:45:00Z	0.21	40	-1.46	10.23	7.09	3.18	50.5	14.085
B1P1	Sonde16	S	0.5736111	2022-06-24T09:47:00Z	0.07	40	-1.3	10.24	7.09	3.16	50.6	14.091
B1P1	Sonde16	S	0.575	2022-06-24T09:49:00Z	0.01	40.1	-1.41	10.27	7.1	3.18	50.6	14.097
B1P1	Sonde16	S	0.5763889	2022-06-24T09:51:00Z	0.19	40.1	-1.49	10.25	7.1	3.2	50.6	14.097
B1P1	Sonde16	S	0.5777778	2022-06-24T09:53:00Z	0.15	40.1	-1.56	10.25	7.1	3.15	50.6	14.101
B1P1	Sonde16	S	0.5791667	2022-06-24T09:55:00Z	0.16	40	-1.46	10.25	7.1	3.17	50.5	14.107
B1P1	Sonde16	S	0.5805556	2022-06-24T09:57:00Z	0.21	40.1	-1.36	10.26	7.1	3.16	50.6	14.103
B1P1	Sonde16	S	0.5819444	2022-06-24T09:59:00Z	0.6	40	-1.38	10.28	7.1	3.19	50.6	14.1
B1P1	Sonde16	S	0.5833333	2022-06-24T10:01:00Z	0.13	39.9	-1.56	10.29	7.11	3.2	50.4	14.101
B1P1	Sonde16	S	0.5847222	2022-06-24T10:03:00Z	-0.09	40	-1.54	10.26	7.1	3.18	50.5	14.112
B1P1	Sonde16	S	0.5861111	2022-06-24T10:05:00Z	0.14	40.2	-1.48	10.27	7.09	3.16	50.8	14.113
B1P1	Sonde16	S	0.5875	2022-06-24T10:07:00Z	0.56	40.3	-1.41	10.27	7.1	3.15	50.9	14.12
B1P1	Sonde16	S	0.5888889	2022-06-24T10:09:00Z	-0.11	39.9	-1.5	10.28	7.1	3.16	50.4	14.114
