Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/21/2021;11:53:54;0;;-0.02;0.03;1.25;-0.55;1;0.075;2.52;0.84;1.5;95.9;95.9;11.9;0.106;0;1.5;0.17;0.17;5.29;14.81;1;23.14;0;6.51;3.5;6.122;0.075;5.74;0
9/21/2021;11:53:56;0;;-0.01;0.02;1.27;-0.56;0.9;0.075;2.51;0.84;1.5;95.9;95.9;11.9;0.106;0;1.5;0.17;0.17;5.3;14.83;1;23.24;0;6.33;14.1;6.134;0.075;5.74;0
9/21/2021;11:53:58;0;;-0.03;0.01;1.22;-0.59;0.9;0.075;2.54;0.85;1.5;96;96;11.91;0.106;0;1.5;0.17;0.17;5.24;14.66;1;23.32;0;6.22;20.7;6.140;0.076;5.75;0
9/21/2021;11:54:00;0;;-0.02;0.01;1.25;-0.61;0.9;0.075;2.53;0.84;1.5;96.1;96.1;11.92;0.106;0;1.5;0.17;0.17;5.24;14.67;1;23.43;0;6.18;23.2;6.144;0.074;5.75;0
9/21/2021;11:54:02;0;;-0.03;0.04;1.21;-0.51;1;0.075;2.55;0.85;1.5;96.2;96.2;11.93;0.106;0;1.5;0.19;0.19;5.26;14.73;1;23.51;0;6.33;14.4;6.151;0.074;5.75;0
9/21/2021;11:54:04;0;;-0.03;0.04;1.2;-0.52;0.9;0.075;2.54;0.85;1.5;96.3;96.3;11.94;0.106;0;1.5;0.18;0.18;5.23;14.65;1;23.55;0;6.42;8.7;6.158;0.075;5.75;0
9/21/2021;11:54:06;0;;-0.03;0.04;1.22;-0.5;0.9;0.075;2.56;0.85;1.4;96.3;96.3;11.95;0.106;0;1.4;0.17;0.17;5.21;14.59;1;23.57;0;6.51;3.7;6.163;0.075;5.75;0
9/21/2021;11:54:08;0;;-0.03;0.06;1.22;-0.45;0.9;0.075;2.54;0.85;1.4;96.4;96.4;11.95;0.106;0;1.4;0.17;0.17;5.22;14.62;1;23.58;0;6.33;14;6.169;0.074;5.75;0
9/21/2021;11:54:10;0;;-0.02;0.06;1.25;-0.45;0.9;0.074;2.55;0.85;1.4;96.4;96.4;11.95;0.106;0;1.4;0.16;0.16;5.23;14.63;1;23.59;0;6.45;7.2;6.174;0.075;5.75;0
9/21/2021;11:54:12;0;;-0.02;0.05;1.25;-0.47;0.9;0.075;2.55;0.85;1.4;96.4;96.4;11.95;0.106;0;1.4;0.17;0.17;5.24;14.67;1;23.58;0;6.46;6.6;6.184;0.075;5.75;0
9/21/2021;11:54:14;0;;-0.01;0.06;1.28;-0.43;0.9;0.074;2.54;0.85;1.4;96.5;96.5;11.95;0.106;0;1.4;0.16;0.16;5.23;14.64;1;23.6;0;6.32;15.1;6.196;0.075;5.75;0
9/21/2021;11:54:16;0;;0;0.06;1.3;-0.45;0.9;0.075;2.55;0.85;1.4;96.5;96.5;11.95;0.106;0;1.4;0.17;0.17;5.24;14.67;1;23.62;0;6.34;13.8;6.205;0.076;5.75;0
9/21/2021;11:54:18;0;;0;0.06;1.31;-0.44;0.9;0.074;2.54;0.85;1.4;96.5;96.5;11.94;0.106;0;1.4;0.17;0.17;5.25;14.69;1;23.61;0;6.22;20.5;6.211;0.075;5.74;0
9/21/2021;11:54:20;0;;0.01;0.06;1.33;-0.42;0.9;0.075;2.54;0.85;1.4;96.4;96.4;11.94;0.106;0;1.3;0.15;0.15;5.26;14.74;1;23.55;0;6.05;30.5;6.213;0.076;5.74;0
9/21/2021;11:54:22;0;;0.01;0.06;1.34;-0.44;0.9;0.075;2.52;0.84;1.4;96.4;96.4;11.93;0.106;0;1.3;0.16;0.16;5.28;14.79;1;23.51;0;6.06;30.4;6.213;0.075;5.74;0
9/21/2021;11:54:24;0;;0;0.06;1.32;-0.43;0.9;0.075;2.52;0.84;1.3;96.3;96.3;11.93;0.106;0;1.3;0.17;0.17;5.27;14.75;1;23.49;0;6.19;22.7;6.214;0.074;5.74;0
9/21/2021;11:54:26;0;;0;0.05;1.31;-0.46;0.9;0.075;2.53;0.84;1.3;96.3;96.3;11.92;0.106;0;1.3;0.17;0.17;5.24;14.67;1;23.49;0;6.14;25.5;6.214;0.074;5.74;0
9/21/2021;11:54:28;0;;0;0.04;1.3;-0.51;0.8;0.075;2.55;0.85;1.3;96.2;96.2;11.91;0.107;0;1.3;0.17;0.17;5.24;14.66;1;23.45;0;6.24;19.2;6.214;0.075;5.73;0
9/21/2021;11:54:30;0;;-0.01;0.03;1.26;-0.53;0.8;0.075;2.53;0.84;1.3;96.2;96.2;11.91;0.107;0;1.3;0.16;0.16;5.22;14.61;1;23.41;0;6.26;18.1;6.217;0.075;5.73;0
9/21/2021;11:54:32;0;;-0.01;0.03;1.26;-0.53;0.8;0.075;2.54;0.85;1.3;96.2;96.2;11.91;0.107;0;1.3;0.16;0.16;5.23;14.65;1;23.43;0;6.3;16.1;6.222;0.075;5.73;0
9/21/2021;11:54:34;0;;-0.01;0.04;1.27;-0.49;0.8;0.075;2.54;0.85;1.3;96.1;96.1;11.9;0.107;0;1.3;0.18;0.18;5.23;14.65;1;23.45;0;6.26;18.2;6.229;0.076;5.73;0
9/21/2021;11:54:36;0;;-0.02;0.05;1.25;-0.48;0.8;0.075;2.53;0.84;1.3;96.1;96.1;11.89;0.107;0;1.3;0.18;0.18;5.25;14.7;1;23.47;0;6.15;25;6.234;0.075;5.73;0
9/21/2021;11:54:38;0;;-0.02;0.06;1.24;-0.45;0.8;0.075;2.53;0.84;1.3;96;96;11.88;0.107;0;1.3;0.19;0.19;5.23;14.66;1;23.46;0;6.19;22.4;6.237;0.076;5.74;0
9/21/2021;11:54:40;0;;-0.04;0.06;1.19;-0.44;0.8;0.075;2.54;0.85;1.3;95.9;95.9;11.87;0.107;0;1.3;0.18;0.18;5.24;14.66;1;23.45;0;6.05;30.7;6.236;0.075;5.74;0
9/21/2021;11:54:42;0;;-0.04;0.06;1.17;-0.43;0.8;0.075;2.55;0.85;1.3;95.9;95.9;11.86;0.107;0;1.3;0.16;0.16;5.2;14.57;1;23.44;0;6.12;26.9;6.233;0.075;5.74;0
9/21/2021;11:54:44;0;;-0.04;0.07;1.19;-0.41;0.8;0.075;2.55;0.85;1.3;95.8;95.8;11.86;0.107;0;1.3;0.17;0.17;5.24;14.66;1;23.45;0;6.16;24;6.230;0.075;5.74;0
9/21/2021;11:54:46;0;;-0.05;0.06;1.15;-0.43;0.8;0.075;2.55;0.85;1.3;95.7;95.7;11.85;0.107;0;1.3;0.17;0.17;5.27;14.77;1;23.45;0;6.17;23.9;6.225;0.076;5.74;0
9/21/2021;11:54:48;0;;-0.06;0.06;1.13;-0.43;0.8;0.075;2.56;0.85;1.3;95.7;95.7;11.85;0.107;0;1.3;0.18;0.18;5.29;14.82;1;23.44;0;6.17;23.6;6.221;0.075;5.74;0
9/21/2021;11:54:50;0;;-0.05;0.06;1.14;-0.44;0.8;0.075;2.55;0.85;1.3;95.7;95.7;11.85;0.107;0;1.3;0.19;0.19;5.28;14.78;1;23.46;0;6.21;21.1;6.217;0.075;5.74;0
9/21/2021;11:54:52;0;;-0.04;0.06;1.17;-0.43;0.8;0.075;2.53;0.84;1.3;95.8;95.8;11.86;0.107;0;1.3;0.18;0.18;5.27;14.77;1;23.49;0;6.27;17.7;6.217;0.075;5.74;0
9/21/2021;11:54:54;0;;-0.05;0.05;1.14;-0.46;0.8;0.075;2.52;0.84;1.3;95.9;95.9;11.87;0.107;0;1.3;0.17;0.17;5.26;14.73;1;23.5;0;6.29;16.8;6.220;0.076;5.74;0
9/21/2021;11:54:56;0;;-0.06;0.05;1.12;-0.46;0.8;0.075;2.53;0.84;1.3;95.9;95.9;11.87;0.107;0;1.3;0.17;0.17;5.29;14.82;1;23.45;0;6.05;30.5;6.220;0.076;5.74;0
9/21/2021;11:54:58;0;;-0.04;0.05;1.17;-0.46;0.8;0.075;2.52;0.84;1.3;95.8;95.8;11.87;0.107;0;1.3;0.17;0.17;5.27;14.77;1;23.47;0;6.13;26.2;6.215;0.075;5.74;0
9/21/2021;11:55:00;0;;-0.03;0.05;1.2;-0.47;0.8;0.075;2.51;0.84;1.3;95.8;95.8;11.86;0.107;0;1.3;0.19;0.19;5.27;14.74;1;23.47;0;6.11;27.1;6.208;0.076;5.74;0
9/21/2021;11:55:02;0;;-0.06;0.05;1.1;-0.49;0.8;0.075;2.51;0.84;1.3;95.8;95.8;11.86;0.107;0;1.3;0.19;0.19;5.26;14.71;1;23.51;0;6.21;21.4;6.205;0.075;5.74;0
9/21/2021;11:55:04;0;;-0.08;0.05;1.07;-0.46;0.8;0.075;2.5;0.83;1.3;95.7;95.7;11.85;0.107;0;1.3;0.18;0.18;5.25;14.69;1;23.53;0;6.06;30;6.198;0.075;5.74;0
9/21/2021;11:55:06;0;;-0.07;0.06;1.09;-0.43;0.8;0.075;2.49;0.83;1.3;95.6;95.6;11.84;0.107;0;1.3;0.17;0.17;5.24;14.68;1;23.5;0;6.13;25.7;6.190;0.076;5.74;0
9/21/2021;11:55:08;0;;-0.07;0.05;1.1;-0.47;0.8;0.075;2.5;0.83;1.3;95.5;95.5;11.83;0.107;0;1.3;0.18;0.18;5.23;14.65;1;23.49;0;6.2;22.1;6.187;0.075;5.74;0
9/21/2021;11:55:10;0;;-0.06;0.05;1.13;-0.47;0.8;0.075;2.51;0.84;1.3;95.6;95.6;11.84;0.107;0;1.3;0.19;0.19;5.22;14.62;1;23.48;0;6.4;10.1;6.189;0.076;5.74;0
9/21/2021;11:55:12;0;;-0.06;0.06;1.1;-0.44;0.8;0.075;2.51;0.84;1.3;95.6;95.6;11.85;0.107;0;1.3;0.18;0.18;5.24;14.66;1;23.48;0;6.4;9.9;6.196;0.075;5.74;0
9/21/2021;11:55:14;0;;-0.06;0.06;1.11;-0.45;0.8;0.075;2.52;0.84;1.3;95.7;95.7;11.86;0.107;0;1.2;0.17;0.17;5.26;14.72;1;23.47;0;6.41;9.6;6.203;0.074;5.74;0
9/21/2021;11:55:16;0;;-0.06;0.05;1.11;-0.47;0.8;0.075;2.52;0.84;1.2;95.9;95.9;11.87;0.107;0;1.2;0.16;0.16;5.24;14.66;1;23.43;0;6.42;9;6.211;0.075;5.74;0
9/21/2021;11:55:18;0;;-0.07;0.05;1.08;-0.49;0.8;0.075;2.52;0.84;1.2;96;96;11.89;0.107;0;1.2;0.16;0.16;5.25;14.71;1;23.44;0;6.43;8.2;6.221;0.075;5.74;0
9/21/2021;11:55:20;0;;-0.07;0.05;1.08;-0.46;0.7;0.075;2.52;0.84;1.2;96.2;96.2;11.91;0.107;0;1.2;0.15;0.15;5.26;14.72;1;23.44;0;6.34;13.4;6.231;0.075;5.74;0
9/21/2021;11:55:22;0;;-0.09;0.05;1.04;-0.46;0.7;0.075;2.52;0.84;1.1;96.3;96.3;11.92;0.107;0;1.1;0.14;0.14;5.24;14.66;1;23.45;0;6.44;7.9;6.238;0.075;5.74;0
9/21/2021;11:55:24;0;;-0.07;0.05;1.1;-0.46;0.7;0.075;2.53;0.84;1.1;96.4;96.4;11.93;0.107;0;1.1;0.14;0.14;5.25;14.69;1;23.47;0;6.47;6.1;6.243;0.075;5.74;0
9/21/2021;11:55:26;0;;-0.07;0.05;1.08;-0.48;0.7;0.075;2.52;0.84;1.1;96.5;96.5;11.93;0.107;0;1.1;0.14;0.14;5.26;14.73;1;23.49;0;6.47;5.6;6.249;0.075;5.74;0
9/21/2021;11:55:28;0;;-0.06;0.05;1.13;-0.46;0.7;0.075;2.51;0.84;1.1;96.5;96.5;11.94;0.107;0;1.1;0.15;0.15;5.25;14.7;1;23.52;0;6.49;4.6;6.254;0.075;5.74;0
9/21/2021;11:55:30;0;;-0.07;0.05;1.07;-0.48;0.7;0.075;2.5;0.83;1.1;96.5;96.5;11.94;0.107;0;1;0.14;0.14;5.25;14.69;1;23.57;0;6.51;3.6;6.258;0.075;5.74;0
9/21/2021;11:55:32;0;;-0.08;0.04;1.07;-0.5;0.7;0.075;2.5;0.83;1.1;96.6;96.6;11.94;0.107;0;1;0.14;0.14;5.23;14.65;1;23.59;0;6.58;-0.5;6.262;0.075;5.74;0
9/21/2021;11:55:34;0;;-0.05;0.04;1.15;-0.51;0.7;0.075;2.49;0.83;1.1;96.6;96.6;11.95;0.107;0;1.1;0.13;0.13;5.23;14.64;1;23.61;0;6.46;6.5;6.266;0.073;5.74;0
9/21/2021;11:55:36;0;;-0.05;0.05;1.14;-0.48;0.8;0.075;2.47;0.82;1.2;96.6;96.6;11.95;0.107;0;1.2;0.15;0.15;5.22;14.63;1;23.63;0;6.44;7.6;6.272;0.073;5.74;0
9/21/2021;11:55:38;0;;-0.04;0.05;1.18;-0.45;0.8;0.075;2.46;0.82;1.2;96.6;96.6;11.94;0.107;0;1.2;0.16;0.16;5.22;14.6;1;23.64;0;6.44;7.9;6.280;0.073;5.73;0
9/21/2021;11:55:40;0;;-0.02;0.06;1.24;-0.44;0.8;0.075;2.44;0.81;1.3;96.6;96.6;11.94;0.107;0;1.3;0.16;0.16;5.24;14.67;1;23.66;0;6.44;7.4;6.288;0.074;5.73;0
9/21/2021;11:55:42;0;;0.01;0.06;1.34;-0.45;0.8;0.075;2.42;0.81;1.3;96.6;96.6;11.94;0.107;0;1.3;0.16;0.16;5.27;14.76;1;23.69;0;6.48;5.2;6.298;0.075;5.73;0
9/21/2021;11:55:44;0;;-0.01;0.06;1.26;-0.45;0.9;0.075;2.41;0.8;1.3;96.6;96.6;11.93;0.107;0;1.3;0.15;0.15;5.24;14.68;1;23.74;0;6.52;2.9;6.307;0.076;5.73;0
9/21/2021;11:55:46;0;;-0.01;0.06;1.28;-0.44;0.9;0.075;2.4;0.8;1.4;96.6;96.6;11.93;0.107;0;1.3;0.14;0.14;5.25;14.69;1;23.81;0;6.54;1.8;6.315;0.075;5.73;0
9/21/2021;11:55:48;0;;-0.01;0.06;1.27;-0.44;0.8;0.075;2.39;0.8;1.3;96.6;96.6;11.93;0.106;0;1.2;0.12;0.12;5.26;14.73;1;23.9;0;6.55;0.9;6.322;0.076;5.74;0
9/21/2021;11:55:50;0;;-0.02;0.06;1.23;-0.44;0.8;0.075;2.38;0.79;1.2;96.6;96.6;11.92;0.107;0;1.2;0.14;0.14;5.28;14.79;1;24.01;0;6.57;0.3;6.327;0.075;5.74;0
9/21/2021;11:55:52;0;;-0.04;0.07;1.18;-0.41;0.8;0.075;2.37;0.79;1.2;96.6;96.6;11.92;0.107;0;1.2;0.14;0.14;5.28;14.78;1;24.14;0;6.57;-0.2;6.331;0.076;5.74;0
9/21/2021;11:55:54;0;;-0.04;0.06;1.18;-0.45;0.8;0.075;2.38;0.79;1.2;96.6;96.6;11.92;0.107;0;1.2;0.14;0.14;5.26;14.73;1;24.14;0;6.37;12;6.332;0.075;5.74;0
9/21/2021;11:55:56;0;;-0.05;0.06;1.16;-0.43;0.8;0.075;2.39;0.8;1.2;96.5;96.5;11.92;0.107;0;1.2;0.14;0.14;5.27;14.76;1;24.09;0;6.28;17.4;6.332;0.075;5.74;0
9/21/2021;11:55:58;0;;-0.04;0.05;1.17;-0.47;0.8;0.075;2.4;0.8;1.2;96.5;96.5;11.92;0.107;0;1.2;0.13;0.13;5.27;14.74;1;24.03;0;6.33;14;6.334;0.075;5.71;0
9/21/2021;11:56:00;0;;-0.05;0.04;1.16;-0.5;0.8;0.075;2.43;0.81;1.2;96.5;96.5;11.92;0.107;0;1.2;0.13;0.13;5.25;14.71;1;23.95;0;6.36;12.7;6.336;0.075;5.71;0
9/21/2021;11:56:02;0;;-0.06;0.03;1.11;-0.53;0.8;0.075;2.45;0.82;1.2;96.5;96.5;11.92;0.107;0;1.2;0.12;0.12;5.22;14.62;1;23.87;0;6.37;11.9;6.338;0.075;5.71;0
9/21/2021;11:56:04;0;;-0.06;0.03;1.1;-0.54;0.7;0.075;2.48;0.83;1.2;96.5;96.5;11.92;0.107;0;1.2;0.11;0.11;5.21;14.59;1;23.77;0;6.38;11.1;6.341;0.075;5.71;0
9/21/2021;11:56:06;0;;-0.06;0.03;1.11;-0.54;0.7;0.075;2.49;0.83;1.2;96.6;96.6;11.92;0.107;0;1.2;0.12;0.12;5.18;14.5;1;23.63;0;6.38;11;6.343;0.076;5.71;0
9/21/2021;11:56:08;0;;-0.06;0.03;1.12;-0.52;0.7;0.075;2.51;0.84;1.1;96.6;96.6;11.92;0.107;0;1.1;0.12;0.12;5.18;14.49;1;23.6;0;6.38;11.2;6.348;0.076;5.71;0
9/21/2021;11:56:10;0;;-0.05;0.03;1.15;-0.53;0.7;0.075;2.53;0.84;1.1;96.6;96.6;11.92;0.107;0;1.1;0.11;0.11;5.15;14.43;1;23.64;0;6.38;11;6.354;0.076;5.71;0
9/21/2021;11:56:12;0;;-0.04;0.02;1.19;-0.55;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.12;0.12;5.15;14.42;1;23.68;0;6.39;10.7;6.360;0.076;5.71;0
9/21/2021;11:56:14;0;;-0.03;0.03;1.2;-0.53;0.7;0.075;2.56;0.85;1.1;96.7;96.7;11.93;0.107;0;1.1;0.11;0.11;5.17;14.49;1;23.7;0;6.39;10.5;6.366;0.076;5.71;0
9/21/2021;11:56:16;0;;-0.04;0.03;1.17;-0.54;0.7;0.075;2.57;0.86;1.1;96.7;96.7;11.93;0.107;0;1.1;0.13;0.13;5.18;14.49;1;23.67;0;6.25;18.8;6.373;0.075;5.71;0
9/21/2021;11:56:18;0;;-0.05;0.03;1.16;-0.54;0.7;0.075;2.57;0.86;1.1;96.7;96.7;11.92;0.107;0;1.1;0.15;0.15;5.18;14.52;1;23.67;0;6.29;16.3;6.379;0.076;5.72;0
9/21/2021;11:56:20;0;;-0.05;0.03;1.15;-0.53;0.7;0.075;2.57;0.86;1.1;96.7;96.7;11.92;0.107;0;1.1;0.15;0.15;5.19;14.55;1;23.68;0;6.31;15.2;6.385;0.075;5.72;0
9/21/2021;11:56:22;0;;-0.05;0.02;1.15;-0.56;0.7;0.075;2.56;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.15;0.15;5.21;14.59;1;23.67;0;6.33;14.3;6.390;0.075;5.72;0
9/21/2021;11:56:24;0;;-0.05;0.03;1.14;-0.54;0.7;0.075;2.55;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.16;0.16;5.24;14.67;1;23.64;0;6.33;14.3;6.397;0.075;5.72;0
9/21/2021;11:56:26;0;;-0.05;0.03;1.13;-0.52;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.16;0.16;5.25;14.7;1;23.62;0;6.32;14.7;6.404;0.075;5.72;0
9/21/2021;11:56:28;0;;-0.03;0.04;1.2;-0.51;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.17;0.17;5.25;14.69;1;23.56;0;6.31;15.2;6.410;0.075;5.72;0
9/21/2021;11:56:30;0;;-0.06;0.04;1.12;-0.5;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.92;0.107;0;1.1;0.18;0.18;5.25;14.71;1;23.55;0;6.22;20.6;6.416;0.076;5.72;0
9/21/2021;11:56:32;0;;-0.06;0.05;1.13;-0.46;0.7;0.075;2.53;0.84;1.1;96.7;96.7;11.92;0.107;0;1.1;0.18;0.18;5.27;14.75;1;23.53;0;6.29;16.8;6.423;0.075;5.72;0
9/21/2021;11:56:34;0;;-0.06;0.04;1.13;-0.5;0.7;0.075;2.53;0.84;1.1;96.7;96.7;11.91;0.107;0;1.1;0.17;0.17;5.27;14.75;1;23.55;0;6.25;18.8;6.430;0.075;5.72;0
9/21/2021;11:56:36;0;;-0.06;0.05;1.13;-0.46;0.7;0.075;2.53;0.84;1.1;96.7;96.7;11.91;0.107;0;1.1;0.16;0.16;5.29;14.8;1;23.54;0;6.25;18.7;6.435;0.076;5.72;0
9/21/2021;11:56:38;0;;-0.04;0.06;1.17;-0.45;0.7;0.075;2.52;0.84;1.1;96.7;96.7;11.91;0.107;0;1.1;0.15;0.15;5.29;14.81;1;23.55;0;6.25;19.2;6.436;0.075;5.72;0
9/21/2021;11:56:40;0;;-0.06;0.04;1.11;-0.49;0.7;0.075;2.52;0.84;1.1;96.7;96.7;11.91;0.107;0;1;0.16;0.16;5.27;14.76;1;23.54;0;6.25;19;6.437;0.076;5.72;0
9/21/2021;11:56:42;0;;-0.06;0.06;1.12;-0.44;0.7;0.075;2.52;0.84;1.1;96.7;96.7;11.91;0.107;0;1.1;0.16;0.16;5.28;14.79;1;23.55;0;6.25;18.8;6.438;0.075;5.72;0
9/21/2021;11:56:44;0;;-0.05;0.07;1.15;-0.42;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.91;0.107;0;1.1;0.15;0.15;5.28;14.77;1;23.56;0;6.25;18.7;6.441;0.075;5.72;0
9/21/2021;11:56:46;0;;-0.05;0.06;1.16;-0.43;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.91;0.107;0;1.1;0.16;0.16;5.27;14.76;1;23.56;0;6.26;18.6;6.446;0.075;5.72;0
9/21/2021;11:56:48;0;;-0.05;0.05;1.16;-0.46;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.91;0.107;0;1;0.17;0.17;5.28;14.78;1;23.55;0;6.26;18.5;6.452;0.075;5.72;0
9/21/2021;11:56:50;0;;-0.06;0.06;1.13;-0.44;0.7;0.075;2.54;0.85;1.1;96.7;96.7;11.91;0.107;0;1;0.15;0.15;5.26;14.73;1;23.54;0;6.26;18.4;6.459;0.076;5.72;0
9/21/2021;11:56:52;0;;-0.04;0.06;1.19;-0.44;0.7;0.075;2.55;0.85;1.1;96.8;96.8;11.9;0.107;0;1;0.14;0.14;5.26;14.72;1;23.53;0;6.26;18.3;6.467;0.076;5.72;0
9/21/2021;11:56:54;0;;-0.03;0.05;1.21;-0.48;0.7;0.076;2.55;0.85;1.1;96.8;96.8;11.9;0.107;0;1;0.14;0.14;5.22;14.62;1;23.52;0;6.26;18.1;6.474;0.076;5.72;0
9/21/2021;11:56:56;0;;-0.04;0.04;1.19;-0.51;0.7;0.076;2.53;0.84;1;96.8;96.8;11.9;0.107;0;1;0.14;0.14;5.21;14.6;1;23.5;0;6.26;18.1;6.479;0.076;5.72;0
9/21/2021;11:56:58;0;;-0.03;0.04;1.22;-0.51;0.7;0.075;2.54;0.85;1;96.8;96.8;11.9;0.107;0;1;0.16;0.16;5.2;14.56;1;23.5;0;6.27;18;6.482;0.075;5.72;0
9/21/2021;11:57:00;0;;-0.02;0.03;1.24;-0.52;0.7;0.075;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.15;0.15;5.22;14.63;1;23.5;0;6.27;17.7;6.482;0.076;5.72;0
9/21/2021;11:57:02;0;;-0.02;0.05;1.24;-0.48;0.7;0.076;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.15;0.15;5.22;14.62;1;23.5;0;6.27;17.7;6.483;0.077;5.72;0
9/21/2021;11:57:04;0;;-0.02;0.04;1.24;-0.49;0.7;0.075;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.15;0.15;5.23;14.63;1;23.48;0;6.27;18;6.485;0.075;5.72;0
9/21/2021;11:57:06;0;;-0.03;0.04;1.21;-0.52;0.7;0.076;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.14;0.14;5.23;14.66;1;23.47;0;6.26;18.2;6.487;0.076;5.72;0
9/21/2021;11:57:08;0;;-0.04;0.03;1.17;-0.52;0.7;0.076;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.14;0.14;5.2;14.57;1;23.48;0;6.26;18.4;6.490;0.075;5.72;0
9/21/2021;11:57:10;0;;-0.06;0.03;1.13;-0.53;0.7;0.076;2.52;0.84;1;96.8;96.8;11.9;0.107;0;1;0.16;0.16;5.21;14.58;1;23.49;0;6.26;18.4;6.495;0.076;5.72;0
9/21/2021;11:57:12;0;;-0.06;0.03;1.11;-0.52;0.7;0.076;2.51;0.84;1;96.8;96.8;11.9;0.107;0;1;0.18;0.18;5.2;14.55;1;23.49;0;6.26;18.3;6.501;0.077;5.72;0
9/21/2021;11:57:14;0;;-0.06;0.04;1.11;-0.51;0.7;0.076;2.51;0.84;1;96.8;96.8;11.9;0.107;0;1;0.17;0.17;5.21;14.59;1;23.49;0;6.26;18.4;6.507;0.076;5.72;0
9/21/2021;11:57:16;0;;-0.08;0.03;1.05;-0.53;0.7;0.076;2.52;0.84;1;96.8;96.8;11.9;0.108;0;1;0.16;0.16;5.2;14.57;1;23.48;0;6.25;18.7;6.511;0.076;5.72;0
9/21/2021;11:57:18;0;;-0.08;0.04;1.06;-0.5;0.7;0.076;2.53;0.84;1;96.8;96.8;11.9;0.108;0;1;0.15;0.15;5.22;14.61;1;23.48;0;6.25;19;6.515;0.076;5.71;0
9/21/2021;11:57:20;0;;-0.07;0.05;1.09;-0.47;0.7;0.076;2.54;0.85;1;96.8;96.8;11.9;0.108;0;1;0.16;0.16;5.21;14.6;1;23.49;0;6.25;19.2;6.519;0.076;5.71;0
9/21/2021;11:57:22;0;;-0.08;0.06;1.06;-0.45;0.7;0.076;2.53;0.84;1;96.8;96.8;11.9;0.108;0;1;0.16;0.16;5.24;14.68;1;23.48;0;6.09;28.4;6.521;0.075;5.71;0
9/21/2021;11:57:24;0;;-0.08;0.07;1.06;-0.41;0.7;0.076;2.53;0.84;1;96.8;96.8;11.89;0.108;0;1;0.14;0.14;5.26;14.73;1;23.45;0;6.12;26.5;6.521;0.075;5.71;0
9/21/2021;11:57:26;0;;-0.08;0.06;1.05;-0.42;0.7;0.076;2.54;0.85;1;96.8;96.8;11.89;0.108;0;1;0.14;0.14;5.26;14.73;1;23.45;0;6.17;23.8;6.520;0.076;5.71;0
9/21/2021;11:57:28;0;;-0.08;0.07;1.06;-0.4;0.7;0.076;2.54;0.85;1;96.8;96.8;11.89;0.108;0;1;0.14;0.14;5.27;14.75;1;23.43;0;6.19;22.8;6.520;0.076;5.71;0
9/21/2021;11:57:30;0;;-0.1;0.07;0.99;-0.41;0.7;0.076;2.54;0.85;1;96.8;96.8;11.89;0.108;0;1;0.13;0.13;5.27;14.76;1;23.41;0;6.16;24;6.519;0.075;5.71;0
9/21/2021;11:57:32;0;;-0.11;0.07;0.96;-0.41;0.7;0.076;2.55;0.85;1;96.8;96.8;11.89;0.108;0;1;0.13;0.13;5.27;14.76;1;23.39;0;6.16;24.3;6.518;0.076;5.71;0
9/21/2021;11:57:34;0;;-0.12;0.07;0.92;-0.4;0.7;0.076;2.55;0.85;1;96.8;96.8;11.89;0.108;0;1;0.13;0.13;5.26;14.73;1;23.36;0;6.17;23.8;6.517;0.075;5.71;0
9/21/2021;11:57:36;0;;-0.12;0.07;0.94;-0.4;0.7;0.076;2.55;0.85;1;96.8;96.8;11.89;0.108;0;1;0.15;0.15;5.26;14.72;1;23.36;0;6.18;23.1;6.517;0.075;5.71;0
9/21/2021;11:57:38;0;;-0.11;0.06;0.97;-0.43;0.7;0.076;2.55;0.85;1;96.8;96.8;11.89;0.108;0;1;0.13;0.13;5.24;14.67;1;23.37;0;6.19;22.6;6.518;0.077;5.71;0
